Year,Status,Role,Department,Director,Manager,Supervisor,Lead,Staff,Question,Answer_Numeric,Answer_Text
2021 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,06. There is someone at work who encourages my development.,3,Agree
2021 May,Complete,Supervisor,Superior Court,False,False,True,False,False,06. There is someone at work who encourages my development.,2,Disagree
2022 May,Complete,Manager,Human Resources,False,True,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Communications Office,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Manager,Parks and Recreation,False,True,False,False,False,06. There is someone at work who encourages my development.,0,Not Applicable
2022 May,Complete,Manager,Human Resources,False,True,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Communications Office,False,False,False,False,False,06. There is someone at work who encourages my development.,0,Not Applicable
2022 May,Complete,Staff Member,Prosecuting Attorney's Office,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Prosecuting Attorney's Office,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Lead,Finance and Performance Management,False,False,False,True,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,06. There is someone at work who encourages my development.,1,Strongly Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Lead,Human Services,False,False,False,True,False,06. There is someone at work who encourages my development.,2,Disagree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Manager,Finance and Performance Management,False,True,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Prosecuting Attorney's Office,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,06. There is someone at work who encourages my development.,2,Disagree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Prosecuting Attorney's Office,False,False,False,False,False,06. There is someone at work who encourages my development.,2,Disagree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Lead,Sheriff's Department,False,False,False,True,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,06. There is someone at work who encourages my development.,2,Disagree
2022 May,Complete,Staff Member,Superior Court,False,False,False,False,False,06. There is someone at work who encourages my development.,2,Disagree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,06. There is someone at work who encourages my development.,2,Disagree
2022 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Manager,Planning and Public Works,False,True,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,District Court,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Medical Examiner,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Supervisor,Planning and Public Works,False,False,True,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Supervisor,Assigned Council,False,False,True,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,06. There is someone at work who encourages my development.,2,Disagree
2022 May,Complete,Staff Member,Prosecuting Attorney's Office,False,False,False,False,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
2022 May,Complete,Lead,Prosecuting Attorney's Office,False,False,False,True,False,06. There is someone at work who encourages my development.,3,Agree
2022 May,Complete,Staff Member,Human Services,False,False,False,False,False,06. There is someone at work who encourages my development.,4,Strongly Agree
